 2950	0.00000
 2951	0.00000
 2952	0.00000
 2953	0.00000
 2954	0.00000
 2955	0.00000
 2956	0.00000
 2957	0.00000
 2958	0.00000
 2959	0.00000
 2960	0.00000
 2961	0.00000
 2962	0.00000
 2963	0.00000
 2964	0.00000
 2965	0.00000
 2966	0.00000
 2967	0.00000
 2968	0.00000
 2969	0.00000
 2970	0.00000
 2971	0.00000
 2972	0.00000
 2973	0.00000
 2974	0.00000
 2975	0.00000
 2976	0.00000
 2977	0.00000
 2978	0.00000
 2979	0.00000
 2980	0.00000
 2981	0.00000
 2982	0.00001
 2983	0.00001
 2984	0.00002
 2985	0.00003
 2986	0.00004
 2987	0.00005
 2988	0.00006
 2989	0.00008
 2990	0.00010
 2991	0.00012
 2992	0.00015
 2993	0.00018
 2994	0.00021
 2995	0.00024
 2996	0.00027
 2997	0.00030
 2998	0.00033
 2999	0.00037
 3000	0.00040
 3001	0.00043
 3002	0.00046
 3003	0.00050
 3004	0.00053
 3005	0.00056
 3006	0.00060
 3007	0.00065
 3008	0.00069
 3009	0.00074
 3010	0.00080
 3011	0.00086
 3012	0.00093
 3013	0.00101
 3014	0.00110
 3015	0.00119
 3016	0.00129
 3017	0.00140
 3018	0.00152
 3019	0.00166
 3020	0.00180
 3021	0.00195
 3022	0.00212
 3023	0.00230
 3024	0.00248
 3025	0.00268
 3026	0.00288
 3027	0.00310
 3028	0.00332
 3029	0.00356
 3030	0.00380
 3031	0.00405
 3032	0.00431
 3033	0.00458
 3034	0.00487
 3035	0.00516
 3036	0.00547
 3037	0.00580
 3038	0.00615
 3039	0.00651
 3040	0.00690
 3041	0.00731
 3042	0.00774
 3043	0.00819
 3044	0.00867
 3045	0.00916
 3046	0.00968
 3047	0.01023
 3048	0.01079
 3049	0.01139
 3050	0.01200
 3051	0.01264
 3052	0.01330
 3053	0.01399
 3054	0.01471
 3055	0.01545
 3056	0.01622
 3057	0.01702
 3058	0.01785
 3059	0.01871
 3060	0.01960
 3061	0.02052
 3062	0.02148
 3063	0.02247
 3064	0.02349
 3065	0.02456
 3066	0.02566
 3067	0.02681
 3068	0.02799
 3069	0.02922
 3070	0.03050
 3071	0.03182
 3072	0.03320
 3073	0.03461
 3074	0.03608
 3075	0.03760
 3076	0.03916
 3077	0.04077
 3078	0.04243
 3079	0.04414
 3080	0.04590
 3081	0.04771
 3082	0.04956
 3083	0.05147
 3084	0.05341
 3085	0.05540
 3086	0.05742
 3087	0.05949
 3088	0.06159
 3089	0.06373
 3090	0.06590
 3091	0.06810
 3092	0.07033
 3093	0.07259
 3094	0.07488
